Date,Open,High,Low,Close,Adj Close,Volume
23-03-2018,311.25,311.25,300.450012,301.540009,301.540009,6654900
26-03-2018,307.34,307.589996,291.359985,304.179993,304.179993,8375200
27-03-2018,304,304.269989,277.179993,279.179993,279.179993,13872000
28-03-2018,264.58,268.679993,252.100006,257.779999,257.779999,21001400
29-03-2018,256.49,270.959991,248.210007,266.130005,266.130005,15170700
02-04-2018,256.26,260.329987,244.589996,252.479996,252.479996,16114000
03-04-2018,269.82,273.350006,254.490005,267.529999,267.529999,18844400
04-04-2018,252.78,288.369995,252,286.940002,286.940002,19896700
05-04-2018,289.34,306.26001,288.200012,305.720001,305.720001,19121100
06-04-2018,301,309.279999,295.5,299.299988,299.299988,13520300
09-04-2018,300.37,309.5,289.209991,289.660004,289.660004,10249800
10-04-2018,298.97,307.100006,293.679993,304.700012,304.700012,10989800
11-04-2018,300.74,308.980011,299.660004,300.929993,300.929993,7482900
12-04-2018,302.32,303.950012,293.679993,294.079987,294.079987,7608800
13-04-2018,303.6,303.950012,295.980011,300.339996,300.339996,7327200
16-04-2018,299,299.660004,289.01001,291.209991,291.209991,6338500
17-04-2018,288.87,292.170013,282.51001,287.690002,287.690002,7000000
18-04-2018,291.08,300.23999,288.160004,293.350006,293.350006,6557700
19-04-2018,291.08,301.01001,288.549988,300.079987,300.079987,6090600
20-04-2018,295.17,299.980011,289.75,290.23999,290.23999,5627900
23-04-2018,291.29,291.619995,282.329987,283.369995,283.369995,4893400
24-04-2018,285,287.089996,278.459991,283.459991,283.459991,5685300
25-04-2018,283.5,285.160004,277.25,280.690002,280.690002,4013600
26-04-2018,278.75,285.790009,276.5,285.480011,285.480011,4356000
27-04-2018,285.37,294.470001,283.829987,294.079987,294.079987,4364600
30-04-2018,293.61,298.730011,292.5,293.899994,293.899994,4228200
01-05-2018,293.51,300.820007,293.220001,299.920013,299.920013,4625600
02-05-2018,298.57,306.850006,297.779999,301.149994,301.149994,8970400
03-05-2018,278.79,288.040009,275.230011,284.450012,284.450012,17352100
04-05-2018,283,296.859985,279.519989,294.089996,294.089996,8569400
07-05-2018,297.5,305.959991,295.170013,302.769989,302.769989,8678200
08-05-2018,300.8,307.75,299,301.970001,301.970001,5930000
09-05-2018,300.41,307.01001,300.049988,306.850006,306.850006,5727400
10-05-2018,307.5,312.98999,304.109985,305.019989,305.019989,5651600
11-05-2018,307.7,308.880005,299.079987,301.059998,301.059998,4679600
14-05-2018,303.32,304.940002,291.619995,291.970001,291.970001,7286800
15-05-2018,285.01,286.959991,280.5,284.179993,284.179993,9519200
16-05-2018,283.83,288.809998,281.559998,286.480011,286.480011,5674000
17-05-2018,285.9,289.190002,283.970001,284.540009,284.540009,4420600
18-05-2018,284.65,284.649994,274,276.820007,276.820007,7251900
21-05-2018,281.33,291.48999,281.299988,284.48999,284.48999,9182600
22-05-2018,287.76,288,273.420013,275.01001,275.01001,8945800
23-05-2018,277.76,279.910004,274,279.070007,279.070007,5953100
24-05-2018,278.4,281.109985,274.890015,277.850006,277.850006,4176700
25-05-2018,277.63,279.640015,275.609985,278.850006,278.850006,3875100
29-05-2018,278.51,286.5,276.149994,283.76001,283.76001,5666600
30-05-2018,283.29,295.01001,281.600006,291.720001,291.720001,7489700
31-05-2018,287.21,290.369995,282.929993,284.730011,284.730011,5919700
01-06-2018,285.86,291.950012,283.839996,291.820007,291.820007,5424400
04-06-2018,294.34,299,293.549988,296.73999,296.73999,4797800
05-06-2018,297.7,297.799988,286.73999,291.130005,291.130005,5995200
06-06-2018,300.5,322.170013,297.480011,319.5,319.5,18767300
07-06-2018,316.15,330,313.579987,316.089996,316.089996,14345300
08-06-2018,319,324.480011,317.149994,317.660004,317.660004,8205200
11-06-2018,322.51,334.660004,322.5,332.100006,332.100006,13183500
12-06-2018,344.7,354.970001,338,342.769989,342.769989,22347400
13-06-2018,346.71,347.200012,339.799988,344.779999,344.779999,9469800
14-06-2018,347.63,358.75,346.600006,357.720001,357.720001,10981000
15-06-2018,353.84,364.670013,351.25,358.170013,358.170013,10848300
18-06-2018,355.4,373.730011,354.5,370.829987,370.829987,12073200
19-06-2018,365.16,370,346.25,352.549988,352.549988,12761900
20-06-2018,358.04,364.380005,352,362.220001,362.220001,8383700
21-06-2018,362,366.209991,346.269989,347.51001,347.51001,7967100
22-06-2018,351.54,352.25,332,333.630005,333.630005,10266100
25-06-2018,330.12,338.470001,327.5,333.01001,333.01001,6931300
26-06-2018,336.05,343.549988,325.799988,342,342,7452500
27-06-2018,345,350.790009,339.5,344.5,344.5,8333700
28-06-2018,348.66,357.019989,346.109985,349.929993,349.929993,8398000
29-06-2018,353.33,353.859985,342.410004,342.950012,342.950012,6492400
02-07-2018,360.07,364.779999,329.850006,335.070007,335.070007,18759800
03-07-2018,331.75,332.48999,309.690002,310.859985,310.859985,12282600
05-07-2018,313.76,314.390015,296.220001,309.160004,309.160004,17476400
06-07-2018,304.95,312.070007,302,308.899994,308.899994,8865500
09-07-2018,311.99,318.519989,308,318.51001,318.51001,7596800
10-07-2018,324.56,327.679993,319.200012,322.470001,322.470001,9471500
11-07-2018,315.8,321.940002,315.070007,318.959991,318.959991,4884100
12-07-2018,321.43,323.230011,312.769989,316.709991,316.709991,5721200
13-07-2018,315.58,319.579987,309.25,318.869995,318.869995,5869800
16-07-2018,311.71,315.160004,306.25,310.100006,310.100006,7818700
17-07-2018,308.81,324.73999,308.5,322.690002,322.690002,6996200
18-07-2018,325,325.5,316.25,323.850006,323.850006,5624200
19-07-2018,316.33,323.540009,314.01001,320.230011,320.230011,5915300
20-07-2018,321.23,323.23999,311.709991,313.579987,313.579987,5162200
23-07-2018,301.84,305.5,292.859985,303.200012,303.200012,10992900
24-07-2018,304.42,307.720001,292.549988,297.429993,297.429993,9590800
25-07-2018,296.74,309.619995,294.5,308.73999,308.73999,7075400
26-07-2018,304.85,310.700012,303.640015,306.649994,306.649994,4630500
27-07-2018,307.25,307.690002,295.339996,297.179993,297.179993,5703300
30-07-2018,295.9,296.100006,286.130005,290.170013,290.170013,6814100
31-07-2018,292.25,298.320007,289.070007,298.140015,298.140015,5076900
01-08-2018,297.99,303,293,300.839996,300.839996,10129400
02-08-2018,328.44,349.98999,323.160004,349.540009,349.540009,23215000
03-08-2018,347.81,355,342.529999,348.170013,348.170013,13656500
06-08-2018,345.46,354.980011,341.820007,341.98999,341.98999,8564300
07-08-2018,343.84,387.459991,339.149994,379.570007,379.570007,30875800
08-08-2018,369.09,382.640015,367.119995,370.339996,370.339996,24571200
09-08-2018,365.55,367.01001,345.730011,352.450012,352.450012,17103700
10-08-2018,354,360,346,355.48999,355.48999,11552000
13-08-2018,361.13,363.190002,349.019989,356.410004,356.410004,10450200
14-08-2018,358.45,359.200012,347.100006,347.640015,347.640015,6986400
15-08-2018,341.91,344.48999,332.140015,338.690002,338.690002,9101300
16-08-2018,339.91,342.279999,333.820007,335.450012,335.450012,6064000
17-08-2018,323.5,326.769989,303.529999,305.5,305.5,18958600
20-08-2018,291.7,308.5,288.200012,308.440002,308.440002,17402300
21-08-2018,310.61,324.790009,309,321.899994,321.899994,13172200
22-08-2018,320.87,323.880005,314.670013,321.640015,321.640015,5946000
23-08-2018,319.14,327.320007,318.100006,320.100006,320.100006,5147300
24-08-2018,320.7,323.850006,319.399994,322.820007,322.820007,3602600
27-08-2018,318,322.440002,308.809998,319.269989,319.269989,13079300
28-08-2018,318.41,318.880005,311.190002,311.859985,311.859985,7649100
29-08-2018,310.27,311.850006,303.690002,305.01001,305.01001,7447400
30-08-2018,302.26,304.600006,297.720001,303.149994,303.149994,7216700
31-08-2018,302,305.309998,298.600006,301.660004,301.660004,5375100
04-09-2018,296.94,298.190002,288,288.950012,288.950012,8350500
05-09-2018,285.05,286.779999,277.179993,280.73999,280.73999,7720800
06-09-2018,284.8,291.170013,278.880005,280.950012,280.950012,7480800
07-09-2018,260.1,268.350006,252.25,263.23999,263.23999,22491900
10-09-2018,273.26,286.029999,271,285.5,285.5,14283500
11-09-2018,279.47,282,273.549988,279.440002,279.440002,9170000
12-09-2018,281.44,292.5,278.649994,290.540009,290.540009,10015400
13-09-2018,288.02,295,285.179993,289.459991,289.459991,6340300
14-09-2018,288.76,297.329987,286.519989,295.200012,295.200012,6765600
17-09-2018,290.04,300.869995,288.130005,294.839996,294.839996,6887600
18-09-2018,296.69,302.640015,275.5,284.959991,284.959991,16547500
19-09-2018,280.51,300,280.5,299.019989,299.019989,8294900
20-09-2018,303.56,305.980011,293.329987,298.329987,298.329987,7349400
21-09-2018,297.7,300.579987,295.369995,299.100006,299.100006,5050500
24-09-2018,298.48,303,293.579987,299.679993,299.679993,4843000
25-09-2018,300,304.600006,296.5,300.98999,300.98999,4481700
26-09-2018,301.91,313.890015,301.109985,309.579987,309.579987,7843200
27-09-2018,312.9,314.959991,306.910004,307.519989,307.519989,8509100
28-09-2018,270.26,278,260.559998,264.769989,264.769989,33649700
