Date,Open,High,Low,Close,Adj Close,Volume
01-03-2019,162.60,163.13,161.69,162.28,162.28,11097800
04-03-2019,163.90,167.50,163.83,167.37,167.37,18894700
05-03-2019,167.37,171.88,166.55,171.26,171.26,28187900
06-03-2019,172.90,173.57,171.27,172.51,172.51,21531700
07-03-2019,171.50,171.74,167.61,169.13,169.13,18205400
08-03-2019,166.20,169.62,165.97,169.60,169.60,13184800
11-03-2019,171.60,174.30,171.58,172.07,172.07,18884000
12-03-2019,172.09,173.80,171.22,171.92,171.92,12155300
13-03-2019,172.32,174.03,172.12,173.37,173.37,11973300
14-03-2019,169.76,171.15,168.16,170.17,170.17,18037400
15-03-2019,167.16,167.58,162.51,165.98,165.98,37135400
18-03-2019,163.57,163.90,159.28,160.47,160.47,37524200
19-03-2019,161.48,163.82,160.82,161.57,161.57,25611500
20-03-2019,161.50,166.12,161.24,165.44,165.44,20211500
21-03-2019,164.89,166.39,163.75,166.08,166.08,16223000
22-03-2019,165.65,167.42,164.09,164.34,164.34,16389200
25-03-2019,163.00,166.54,162.00,166.29,166.29,12631200
26-03-2019,167.35,169.45,166.35,167.68,167.68,15437900
27-03-2019,167.85,168.94,164.79,165.87,165.87,10620300
28-03-2019,164.57,166.72,163.33,165.55,165.55,10689200
29-03-2019,166.39,167.19,164.81,166.69,166.69,13455500
01-04-2019,167.83,168.90,167.28,168.70,168.70,10381500
02-04-2019,170.14,174.90,169.55,174.20,174.20,23946500
03-04-2019,174.50,177.96,172.95,173.54,173.54,27590100
04-04-2019,176.02,178.00,175.53,176.02,176.02,17847700
05-04-2019,176.88,177.00,175.10,175.72,175.72,9594100
08-04-2019,175.21,175.50,174.23,174.93,174.93,7297400
09-04-2019,175.62,179.19,175.55,177.58,177.58,19751000
10-04-2019,178.18,178.79,176.54,177.82,177.82,11701500
11-04-2019,178.24,178.40,177.00,177.51,177.51,8071000
12-04-2019,178.00,179.63,177.95,179.10,179.10,12329800
15-04-2019,178.50,180.50,176.87,179.65,179.65,10834800
16-04-2019,179.00,180.17,178.30,178.87,178.87,11215200
17-04-2019,179.60,180.74,178.36,178.78,178.78,9973700
18-04-2019,178.80,178.88,177.34,178.28,178.28,11655600
22-04-2019,178.25,181.67,178.25,181.44,181.44,13389900
23-04-2019,182.74,184.22,181.48,183.78,183.78,19954800
24-04-2019,184.49,185.14,181.65,182.58,182.58,37289900
25-04-2019,196.98,198.48,192.12,193.26,193.26,54148800
26-04-2019,192.50,192.90,189.09,191.49,191.49,22075000
29-04-2019,190.95,195.41,190.65,194.78,194.78,19641300
30-04-2019,194.19,197.39,192.28,193.40,193.40,23494700
01-05-2019,194.78,196.18,193.01,193.03,193.03,15996600
02-05-2019,193.00,194.00,189.75,192.53,192.53,13209500
03-05-2019,194.38,196.16,193.71,195.47,195.47,14575400
06-05-2019,191.24,194.28,190.55,193.88,193.88,13994900
07-05-2019,192.54,192.90,187.85,189.77,189.77,16253000
08-05-2019,189.39,190.72,188.55,189.54,189.54,12505700
09-05-2019,187.20,189.77,186.26,188.65,188.65,12967000
10-05-2019,188.25,190.00,184.59,188.34,188.34,12578500
13-05-2019,183.50,185.43,180.84,181.54,181.54,16833300
14-05-2019,182.52,183.49,178.10,180.73,180.73,17628100
15-05-2019,180.42,187.28,180.02,186.27,186.27,16746900
16-05-2019,185.05,188.58,185.05,186.99,186.99,12953100
17-05-2019,184.84,187.58,184.28,185.30,185.30,10485400
20-05-2019,181.88,184.23,181.37,182.72,182.72,10352000
21-05-2019,184.57,185.70,183.89,184.82,184.82,7502800
22-05-2019,184.73,186.74,183.61,185.32,185.32,9203300
23-05-2019,182.42,183.90,179.67,180.46,180.46,10396877
24-05-2019,173.59,157.97,196.39,195.51,122.40,169803700
25-05-2019,179.76,126.74,198.85,131.83,190.34,7297400
26-05-2019,150.17,105.09,125.59,141.29,146.73,164840273
27-05-2019,184.96,181.18,166.35,157.44,155.89,25973513
28-05-2019,144.72,168.50,198.45,198.24,179.96,59531075
29-05-2019,192.16,114.40,131.28,195.30,130.10,7309075
30-05-2019,158.76,100.45,177.43,163.57,181.63,155875642
31-05-2019,195.36,152.68,166.94,195.81,193.51,151805120
02-06-2020,144.83,121.94,176.73,133.25,137.66,100044419
03-06-2020,146.10,120.08,182.39,159.49,169.11,8592418
04-06-2020,160.58,127.41,179.26,168.85,172.93,154679872
05-06-2020,190.92,155.42,127.84,163.79,145.71,135255034
06-06-2020,153.11,134.74,166.79,139.71,128.68,148432096
07-06-2020,160.53,118.33,147.70,198.97,180.53,47801528
08-06-2020,171.79,127.72,197.38,151.15,199.77,94972079
09-06-2020,170.20,114.07,136.76,142.97,146.23,11519729
10-06-2020,192.81,170.25,153.35,165.46,122.84,150119462
11-06-2020,192.28,176.56,165.70,182.87,183.98,35070636
12-06-2020,156.19,103.64,183.12,145.02,131.39,125087561
13-06-2020,183.77,175.64,167.30,164.97,149.79,128189553
14-06-2020,171.06,129.21,191.29,163.23,146.58,59453328
15-06-2020,164.63,160.00,196.33,140.53,172.52,40148136
16-06-2020,154.80,137.84,180.77,170.21,181.06,111047549
17-06-2020,169.77,149.42,173.92,191.70,127.74,20873578
18-06-2020,160.11,119.39,167.20,148.88,148.52,96262642
19-06-2020,195.02,164.14,153.42,156.99,150.73,73351447
20-06-2020,185.33,136.66,164.62,162.47,163.66,93421681
21-06-2020,193.93,132.52,123.54,130.64,130.91,114208818
22-06-2020,196.05,108.17,120.82,140.83,171.32,63775294
23-06-2020,174.27,156.62,164.36,189.15,174.48,50679528
24-06-2020,198.94,110.66,151.68,188.92,138.53,131493493
25-06-2020,184.18,137.79,185.57,131.69,152.09,69392736
26-06-2020,168.21,121.27,186.39,166.01,130.69,135482604
27-06-2020,188.44,147.51,120.85,134.92,122.78,147381582
28-06-2020,169.87,163.05,182.32,188.31,132.13,128995605
29-06-2020,199.61,110.83,179.08,192.40,151.73,34059320
30-06-2020,179.24,149.07,167.38,197.51,184.79,111451674
01-07-2020,183.99,114.63,121.47,197.12,124.84,120432493
02-07-2020,170.22,126.25,173.07,146.58,132.04,152086415
03-07-2020,193.61,117.88,191.10,132.39,130.29,123274830
04-07-2020,160.97,161.42,186.04,178.40,177.46,105648335
05-07-2020,170.78,122.52,168.57,149.16,133.94,52651857
06-07-2020,181.96,129.65,163.15,132.92,142.35,27834820
07-07-2020,189.93,101.90,178.33,156.08,130.37,35320972
08-07-2020,186.06,119.95,156.40,198.38,145.04,112469531
09-07-2020,180.95,101.15,122.85,173.46,138.89,165281859
10-07-2020,199.55,119.74,193.56,165.59,162.52,45044277
11-07-2020,169.24,150.33,193.38,137.10,198.27,110201528
12-07-2020,188.51,120.94,121.77,144.63,133.93,26273843
13-07-2020,188.30,154.24,152.91,150.17,160.08,96237091
14-07-2020,181.05,167.84,177.29,164.70,182.08,57686569
15-07-2020,181.36,168.13,120.59,163.56,134.78,81653802
16-07-2020,180.68,110.72,158.70,168.43,199.53,125092162
17-07-2020,173.45,115.73,193.08,153.43,186.26,139663569
18-07-2020,199.58,136.83,127.84,142.00,198.47,129043413
19-07-2020,183.26,157.89,181.64,146.06,130.72,48402060
20-07-2020,172.71,113.95,161.83,173.03,142.01,20297685
21-07-2020,181.26,125.31,190.57,192.07,132.17,102164632
22-07-2020,198.45,104.60,160.36,196.07,146.29,33709173
23-07-2020,168.57,110.27,138.85,173.69,173.51,153870296
24-07-2020,174.00,114.36,139.51,136.31,189.09,42467489
25-07-2020,171.57,103.50,179.58,138.84,120.43,154915381
26-07-2020,199.18,110.01,127.60,169.58,130.27,44398558
27-07-2020,172.72,121.52,154.81,164.64,168.55,93217565
28-07-2020,195.37,141.82,164.22,132.17,154.89,19912525
29-07-2020,196.78,106.41,167.41,137.83,124.24,34335060
30-07-2020,175.45,128.23,197.82,176.86,150.53,33266403
31-07-2020,175.90,132.97,195.24,166.65,153.83,37416674
01-08-2020,176.89,139.78,138.68,134.57,188.98,89241170
02-08-2020,181.90,154.18,146.01,163.53,134.58,44671120
03-08-2020,177.38,143.11,165.91,136.53,159.87,31868836
04-08-2020,198.93,103.75,173.78,123.38,179.89,130711864
05-08-2020,178.61,127.79,133.44,138.92,154.43,86099546
06-08-2020,188.82,108.11,139.87,150.70,127.76,71274298
07-08-2020,181.72,140.40,156.36,177.70,130.33,79209605
08-08-2020,197.59,126.77,192.61,130.14,122.21,85690394
09-08-2020,197.89,148.69,157.57,196.96,171.75,44886302
10-08-2020,182.70,142.01,138.70,129.19,194.11,64586569
11-08-2020,197.01,136.45,147.49,157.83,147.62,18807189
12-08-2020,181.50,135.24,173.75,174.64,124.83,132500997
13-08-2020,198.47,128.06,124.39,136.24,147.56,79772711
14-08-2020,192.25,129.37,173.30,189.09,164.57,169666901
15-08-2020,193.30,102.62,193.45,138.58,168.07,123163268
16-08-2020,198.11,140.31,134.19,166.82,120.59,76536328
17-08-2020,198.87,129.43,170.40,160.02,183.45,47772413
18-08-2020,195.94,118.57,152.30,140.92,133.01,127986493
19-08-2020,199.72,128.86,130.26,192.43,196.37,157630339
20-08-2020,197.80,118.91,175.55,140.94,176.91,72644076
21-08-2020,193.33,101.37,131.60,178.93,172.77,149612503
22-08-2020,195.05,113.74,194.80,144.79,147.08,132320509
23-08-2020,195.07,108.61,170.68,134.07,199.77,157484066
24-08-2020,192.99,106.12,129.15,124.58,195.76,48347055
25-08-2020,189.97,132.31,168.79,186.44,182.78,30205001
26-08-2020,191.28,107.16,152.69,185.73,150.12,76934770
27-08-2020,196.11,110.57,147.89,160.86,131.36,50446805
28-08-2020,193.66,109.29,156.29,157.33,144.41,53176748
29-08-2020,194.04,111.30,136.97,148.29,165.87,130292179
30-08-2020,185.15,106.76,143.92,187.40,184.45,83277128
31-08-2020,199.37,133.39,145.82,191.01,152.40,165933316
01-09-2020,198.94,136.18,157.71,141.78,165.91,33855164
02-09-2020,199.28,105.45,125.51,160.59,156.05,56215146
03-09-2020,195.00,103.41,146.38,195.69,141.88,64497995
04-09-2020,190.03,106.61,165.87,147.36,179.01,43690393
05-09-2020,192.22,144.64,133.09,182.20,134.20,139072208
06-09-2020,186.92,109.98,184.75,163.64,121.08,15923235
07-09-2020,199.45,137.04,193.45,153.50,152.11,56666082
08-09-2020,167.24,124.90,183.42,174.90,162.42,86468029
09-09-2020,199.95,115.84,145.96,120.29,162.15,78231788
10-09-2020,146.94,116.52,139.79,183.14,154.28,102298675
11-09-2020,192.31,123.96,191.90,186.59,173.65,33330823
12-09-2020,184.10,121.73,162.95,198.17,169.02,114432653
13-09-2020,199.71,130.99,171.72,131.76,182.30,148215146
14-09-2020,192.20,120.28,147.08,129.36,174.75,137690987
15-09-2020,194.85,115.18,189.46,145.80,173.17,60490224
16-09-2020,166.43,131.75,166.82,157.99,122.55,73384220
17-09-2020,197.40,110.28,141.49,164.80,126.22,85374900
18-09-2020,199.10,130.10,159.46,136.95,131.29,124585845
19-09-2020,164.30,105.61,133.42,184.54,150.13,39970462
20-09-2020,197.69,123.41,193.32,174.86,160.59,59895536
21-09-2020,180.91,101.03,172.64,160.26,127.30,167777100
22-09-2020,198.79,115.16,164.57,184.06,143.27,134863948
23-09-2020,198.19,129.93,170.71,149.14,192.55,146128987
24-09-2020,188.42,130.00,166.12,187.06,122.52,17362314
25-09-2020,190.73,120.19,153.94,171.24,142.13,19558198
26-09-2020,178.46,144.14,192.63,152.05,179.38,113190437
27-09-2020,166.67,128.59,141.99,154.30,184.56,36127627
28-09-2020,171.04,134.93,198.05,138.99,196.50,127550292
29-09-2020,182.56,136.51,171.17,166.92,139.94,145380206
30-09-2020,169.80,130.89,192.72,183.25,168.09,85631116
01-10-2020,196.39,138.14,178.49,166.51,161.21,17642110
02-10-2020,189.32,114.21,187.80,165.33,159.83,165833767
03-10-2020,195.22,132.65,126.77,195.63,184.20,33277717
04-10-2020,198.35,134.03,167.57,149.43,191.61,43910117
05-10-2020,184.03,123.58,170.08,130.40,170.09,23446942
06-10-2020,199.90,105.22,166.71,129.22,169.24,149502979
07-10-2020,191.22,133.35,151.78,145.08,163.75,150906487
08-10-2020,181.31,154.92,178.22,148.01,146.83,135965558
09-10-2020,194.40,119.23,174.29,138.32,128.25,147571810
10-10-2020,178.57,145.03,137.16,123.49,145.44,98894063
11-10-2020,199.73,147.08,175.72,180.55,134.29,154452381
12-10-2020,179.83,154.57,141.83,135.23,197.08,134915370
13-10-2020,195.31,123.60,135.60,166.99,165.45,95201531
14-10-2020,183.90,135.67,126.49,190.02,190.55,112518661
15-10-2020,197.28,116.27,187.55,197.51,173.76,144594269
16-10-2020,172.25,116.20,145.01,162.42,190.42,44728134
17-10-2020,174.31,121.41,135.62,195.45,186.29,122838044
18-10-2020,182.49,146.55,169.53,183.70,159.37,26599907
19-10-2020,196.35,141.80,155.22,175.78,125.36,29153143
20-10-2020,191.36,162.30,141.67,194.54,180.67,72132396
21-10-2020,196.54,148.82,149.32,186.34,161.86,47092094
22-10-2020,199.87,153.14,158.95,170.17,174.19,50400439
23-10-2020,178.95,123.60,139.06,175.31,196.51,16228058
24-10-2020,194.31,125.91,174.55,124.46,194.91,158754302
25-10-2020,198.53,141.20,149.20,148.18,167.32,19648586
26-10-2020,182.61,153.97,164.50,171.64,121.12,69425884
27-10-2020,181.85,158.65,123.68,174.68,184.01,35837742
28-10-2020,198.07,166.26,197.07,132.95,139.05,134160418
29-10-2020,179.88,106.27,186.78,123.14,180.46,14001688
30-10-2020,199.88,136.27,180.13,148.91,161.48,54394336
31-10-2020,183.27,105.41,149.93,199.22,161.67,156966344
01-11-2020,195.90,109.07,168.78,128.25,191.85,132322629
02-11-2020,193.42,112.93,151.30,139.89,195.36,9173512
03-11-2020,199.36,114.32,124.16,176.91,183.78,22238763
04-11-2020,174.39,155.92,182.52,157.30,141.82,77327697
05-11-2020,194.34,129.21,161.57,187.31,176.79,129650241
06-11-2020,193.96,118.23,198.73,156.74,129.86,95659752
07-11-2020,199.19,148.96,187.37,190.13,194.15,135065350
08-11-2020,178.83,116.01,141.94,127.39,157.78,77601583
09-11-2020,197.78,117.76,128.44,181.46,185.58,144495049
10-11-2020,196.91,114.26,160.48,154.53,120.63,40338199
11-11-2020,181.01,114.73,158.70,181.84,170.81,30688484
12-11-2020,188.64,133.28,175.81,167.39,193.18,51430033
13-11-2020,180.32,160.47,162.24,147.84,166.32,105793767
14-11-2020,191.51,119.49,160.45,193.13,158.00,14649582
15-11-2020,180.48,161.11,178.60,169.50,142.73,13790316
16-11-2020,199.40,158.46,155.92,152.51,164.98,101646336
17-11-2020,196.93,103.46,181.12,128.43,164.05,146909794
18-11-2020,194.08,165.30,191.98,194.05,125.09,162419322
19-11-2020,189.71,154.98,123.09,193.09,136.83,39040087
20-11-2020,197.88,100.23,190.82,121.29,153.52,46182232
21-11-2020,198.58,153.77,127.01,135.54,162.93,163933074
22-11-2020,194.24,161.91,149.48,153.24,158.60,66576845
23-11-2020,199.03,142.43,165.90,188.54,162.68,48591103
24-11-2020,188.65,133.01,157.43,180.02,139.44,153477431
25-11-2020,198.74,142.93,127.72,186.48,198.13,68411322
26-11-2020,194.28,131.34,168.50,150.14,127.09,9004077
27-11-2020,199.95,128.48,163.24,177.89,185.22,148771053
28-11-2020,199.00,146.26,130.14,143.31,170.26,111768152
29-11-2020,199.82,104.05,171.81,155.95,121.10,57379492
30-11-2020,198.08,148.75,128.37,139.83,144.67,123081841
01-12-2020,199.84,175.82,128.61,190.43,187.49,16746887
02-12-2020,198.52,132.07,160.42,163.49,136.82,164416283
03-12-2020,198.94,115.07,154.31,191.57,153.01,162125102
04-12-2020,196.37,121.98,163.16,176.19,152.47,8839688
05-12-2020,198.35,133.21,189.32,124.15,140.20,158042953
06-12-2020,197.81,182.62,171.34,132.28,128.61,35184020
07-12-2020,197.24,191.02,172.27,165.70,162.51,55046143
08-12-2020,199.37,106.85,154.20,185.88,167.21,82311654
